customer_id,age,income,spending_score,purchase_amount,years_customer,num_purchases,satisfaction_score,region,product_category,gender,education,marital_status
22,37,38525.99992122842,55.547538759163835,407.3677275829202,0.37659607728412026,9,5.912786207813895,West,Books,Female,Bachelor,Married
23,40,49512.90815478034,88.19324031279814,417.71467857679954,0.13860734349043372,10,10.0,South,Home,Female,High School,Married
24,22,92845.40717223728,45.53932811740416,992.9006122459597,1.7282259245895903,11,10.0,South,Books,Female,High School,Single
25,33,84550.86340201422,3.1267488434691337,370.0250194014727,5.573572278247978,10,5.264155074497693,North,Books,Female,PhD,Married
26,41,58726.47339348064,69.67625839094796,422.29584496339817,0.9130948896479427,13,8.114275236806964,West,Books,Male,High School,Single
27,26,50760.069563364006,92.84708304448083,538.0847779850116,1.6430529970836611,10,8.498565113758902,South,Sports,Female,PhD,Single
28,44,52400.62653436523,74.77892705878875,589.8437442570068,0.12222390758954664,11,5.8050422839511935,South,Sports,Female,PhD,Married
29,32,62270.35945460833,71.97041921650715,697.3359001662238,1.7884889216254156,3,4.008916927003592,East,Books,Male,Bachelor,Single
30,36,29544.148696031887,40.16727628735905,506.88820234116827,2.5855005434611273,7,6.975403101383884,South,Electronics,Female,PhD,Divorced
31,32,44852.4692515331,66.14245193274621,50.0,2.538245176801948,12,6.654308650371778,North,Books,Male,High School,Single
32,62,29893.466288925854,30.52907600591063,368.35031753323034,1.2123182108403503,6,6.128471006058762,West,Clothing,Female,Master,Single
33,39,57984.46245210558,59.52715538712438,590.7017425108935,1.1373453292066258,6,7.88463373632897,West,Books,Female,Master,Married
34,27,62943.91879405482,71.33748888651103,515.4868551711335,0.3382419226463922,7,5.498540785988802,East,Sports,Male,High School,Divorced
35,49,40336.27075401252,71.2041981499776,511.79684431791947,1.370898896427871,7,4.696004904841714,West,Sports,Female,Master,Single
36,25,81479.73526580066,100.0,738.5861768143316,0.3143975825944762,3,7.218165940699664,North,Clothing,Male,Master,Single
37,42,25484.686739953177,57.84831934357534,431.490159828447,4.364952553318108,10,7.771940185137752,South,Clothing,Male,PhD,Single
38,18,20712.502395803596,39.82072748585003,534.0927541993142,10.168485162658774,11,4.646710112199894,East,Home,Male,Master,Single
39,24,54489.03637119944,59.39822363428851,307.45348694307756,10.527128613605713,7,8.856181221982162,West,Electronics,Female,Master,Single
40,42,70941.9660522431,28.401067793308975,627.1071622230842,6.009021903956482,11,3.459037724447844,East,Electronics,Female,Master,Single
41,48,83678.55382915738,52.313511720600815,817.0073712150456,2.754819206265849,13,5.843773082568713,East,Electronics,Male,Bachelor,Divorced
42,42,40822.3147426212,41.814351237737924,531.3945921936869,3.6205879000262913,6,6.483982927604782,West,Sports,Female,High School,Divorced
43,38,71573.61666862591,57.73498293915691,639.7422208000345,1.007281840912502,12,5.727552574696141,East,Electronics,Female,PhD,Single
44,36,49229.83060998585,53.04709744067444,544.8432808581586,2.989009982561182,12,5.869879052897615,West,Home,Female,Master,Single
45,22,46547.45400118361,39.73311009099415,642.9219581273236,1.824486086856902,7,10.0,North,Home,Male,High School,Married
46,31,67673.19874973345,87.75826866639188,287.35543734678157,1.9734405352673379,12,5.298231821922203,West,Electronics,Male,Master,Divorced
47,34,63046.45756826839,73.07922592862174,931.0412707528274,4.2536840237212,15,10.0,South,Clothing,Female,Bachelor,Divorced
48,52,35745.90453716795,49.81399357722771,432.7490522637856,0.9935160165934978,7,7.874253559462104,West,Home,Male,Bachelor,Single
49,44,79530.80699451792,67.84591140075489,812.4424718206303,1.1483511134669968,9,7.1841102746239835,South,Clothing,Female,Master,Divorced
50,18,77601.82708294904,71.09432257598536,946.0018429271042,7.756507249881039,10,7.952480706775332,East,Sports,Female,Master,Divorced
51,43,37488.74596980941,79.4095749586897,225.66526055390682,0.17360022463748,9,10.0,West,Home,Female,Master,Married
52,35,57916.07066874818,32.65739568578199,358.1117995144907,1.9944623544719113,6,5.012813992137104,South,Clothing,Male,Bachelor,Married
53,31,59880.60372565478,36.837670218494864,442.29026082485905,7.31868038129571,9,4.759164162127222,West,Electronics,Male,Bachelor,Divorced
54,47,55213.47531647814,43.92547942446671,343.2492957751143,2.8276192877673,13,5.490267606856158,West,Sports,Female,High School,Divorced
55,52,36778.17039693794,23.082581530535702,846.9873151673617,2.371665367187903,7,7.064286293929122,West,Books,Male,PhD,Divorced
56,51,46548.22124727966,33.61484280557005,328.64558123464144,0.8620231087511334,5,3.5484577503748533,North,Books,Female,PhD,Single
57,29,49488.91858017109,40.475582529106816,388.89064410262665,1.2614719862357806,13,7.044678478637216,South,Electronics,Male,Bachelor,Married
58,36,73454.58038518729,92.90253129629632,748.1687112216598,5.7326105776603615,10,10.0,North,Sports,Male,PhD,Single
59,43,60872.00309188865,70.34639746111888,441.5454778512486,2.4576154672963297,9,7.302814781249555,North,Sports,Male,Master,Married
60,51,45571.35820957564,53.87179822735089,420.8638576487472,2.1692249100235896,11,6.414629082049446,South,Sports,Female,High School,Married
61,34,65433.974212966896,81.4715766822675,797.1045370955691,0.3146809191175296,15,5.763679102632745,West,Sports,Female,Bachelor,Married
62,37,20000.0,54.72929985097616,433.42791912349776,0.1,10,8.79702340910313,North,Books,Female,Bachelor,Divorced
63,26,72975.31400744207,62.79259771353058,795.0346357805785,9.946588787342385,13,5.348334453523905,North,Clothing,Male,PhD,Married
64,25,20000.0,58.94109139365216,394.13357751032584,1.4195596711478042,12,10.0,North,Sports,Female,Master,Single
65,49,42751.18117193736,64.6425262222197,197.1059381638466,2.7730674681323677,10,10.0,West,Clothing,Female,High School,Married
66,56,44561.57613349898,38.34482684776836,564.3186422678477,0.2492158614895334,8,7.513501597323575,North,Sports,Female,PhD,Single
67,39,24106.370485581883,1.22365683447142,850.9866143294482,3.4476422786833676,9,6.9769698238467095,East,Home,Female,Bachelor,Married
68,52,89448.34182695652,69.19825084203754,770.2819167382493,8.089849340690472,11,9.061319616483118,South,Home,Male,Bachelor,Married
69,44,40645.97597376217,89.83494657123798,545.0528234495099,2.571697912775748,14,9.18959700445465,East,Home,Male,PhD,Divorced
70,32,56930.07763461432,68.52430804483186,638.5445510233719,0.40442057949129206,6,5.388016537881169,West,Sports,Female,Master,Single
71,44,49061.58842241632,69.30794969182341,246.13390069066017,2.614823598165014,14,5.9468897337265965,North,Clothing,Male,High School,Married
72,58,78167.24482930916,74.72261443612436,840.5029316259211,4.361757246771468,8,4.355305130633409,South,Books,Male,High School,Married
73,39,51536.43782120511,51.77315181922875,540.4657592845604,1.5647323368806414,4,7.818129876668114,North,Electronics,Male,High School,Single
74,58,29346.90206448957,60.98719037195488,826.3713798178218,6.3567370469311895,11,8.333255766913782,West,Books,Male,High School,Married
75,18,69925.3363889428,48.56095674380293,597.9143301697125,3.138198589284275,7,4.300148724277454,South,Sports,Male,Master,Divorced
76,49,40124.868336773754,43.678542879459,863.6123845115649,6.88530702488815,14,6.089602190367682,East,Home,Female,Bachelor,Single
77,41,20000.0,62.315422995422836,655.0310988069566,2.93055401622099,13,4.305492164837302,South,Home,Male,Bachelor,Divorced
78,36,41437.69678068175,74.07768874337633,610.6080171704717,0.42223077552277,7,5.202400379512325,North,Clothing,Female,High School,Single
79,41,80015.19581268622,74.65584142124878,650.0162743286484,1.111850957023484,14,8.102034120452599,South,Sports,Female,High School,Single
80,18,67004.43484226985,54.73664003861598,644.6804829526018,0.6761692723890662,6,5.533035866643441,West,Books,Female,High School,Single
81,37,43026.957311842816,50.010559177131945,740.1063316947746,7.184972907777906,17,6.398348087935402,West,Sports,Male,PhD,Married
82,44,43014.84591363143,62.024134978582296,528.0719739696094,4.286354080720343,8,3.745376544105369,South,Sports,Male,PhD,Single
83,57,49382.19849344677,21.122903677329163,106.58605928256952,3.3847261600780434,12,7.373980419449328,West,Home,Male,Bachelor,Single
84,33,91534.95967121681,20.817672044825905,529.0856216739475,1.074169062790118,13,6.911453360310702,West,Books,Male,Bachelor,Single
85,30,57638.70904463107,38.98926301016833,462.8308495614505,0.6101873796957386,10,5.542081499933675,West,Electronics,Female,High School,Divorced
86,33,58600.83294382139,25.585751481716827,561.999796633111,4.2373124578476595,9,6.621971404635052,East,Home,Female,PhD,Single
87,50,70605.66908063684,51.62736421039138,604.559500673175,1.928263166020041,9,7.360589761006889,North,Books,Female,Master,Married
88,43,54775.78318053027,47.04439362365057,743.7941579587326,0.7677346377100026,10,5.370263702181312,West,Clothing,Male,PhD,Single
89,33,44819.15708358594,40.93503181953973,109.77962719227503,2.8762013231653114,9,4.047474911996441,South,Home,Female,Bachelor,Single
90,46,46073.003018300435,88.14000772486476,528.717587301032,0.12350945294378188,12,10.0,West,Clothing,Female,PhD,Divorced
91,41,48567.97481171872,56.5348952920464,136.40415492256903,1.1843334076302172,8,5.733454590579455,East,Home,Female,Bachelor,Married
92,51,63036.98891281431,56.00948719221657,651.9424590968337,1.8964779612704907,12,6.806479793626221,South,Sports,Male,High School,Married
93,31,64552.590872739594,87.62871969831372,606.2308090535914,0.48035954916332035,11,9.021679470040628,North,Books,Female,Master,Married
94,36,51038.91771614599,41.46938208537956,583.9219944048236,12.530794641691603,11,10.0,South,Clothing,Female,High School,Single
95,35,64652.80154431159,85.88231349895999,446.9338648829669,0.7037412278878273,10,4.511027100222268,South,Home,Male,High School,Single
96,22,48385.668397828355,48.484714269290805,755.8929863315502,0.41900413899985617,5,7.89965442745302,South,Clothing,Female,Master,Married
97,43,51572.70380632181,63.409612344824254,708.3449328117703,0.6827158035114548,17,5.584895429411787,South,Home,Male,Master,Married
98,43,20000.0,28.56285533919689,616.7088606023775,4.3968067475948756,10,5.922419390846578,West,Home,Female,Master,Divorced
99,40,68326.55349404963,32.33567196958099,681.6734946685754,1.6627950975589205,10,5.55957595798642,North,Electronics,Male,Bachelor,Married
100,37,56929.76951795985,66.35779316050058,615.9714570590264,2.500097666002582,7,4.74869006439883,West,Electronics,Male,High School,Single
101,23,69960.20219719305,68.4796239856917,587.7900979661009,0.1,6,6.917417276430677,East,Electronics,Male,Bachelor,Single
102,34,20000.0,31.95896891284979,671.1111318041424,0.10511410104580214,10,4.050994625903529,East,Clothing,Female,Master,Single
103,35,91767.49409561456,52.384466546992016,1031.1775624848854,1.7708272493818211,7,8.89361513302374,South,Sports,Female,Bachelor,Divorced
104,30,47208.207436896526,72.50869568829539,714.1221119958373,5.089160944666738,11,7.11000587206675,West,Home,Male,Master,Married
105,38,72163.65633475033,44.29103613340387,553.3660471587903,6.49470755146967,9,7.84486994580288,West,Books,Male,PhD,Single
106,44,29201.881457489384,82.85345906511927,572.2834634546206,0.27209416911285983,11,6.067622776107554,North,Electronics,Male,Master,Divorced
107,62,72429.32317421773,46.005126806646324,401.228429236574,2.318929896579151,10,6.265592131576503,North,Clothing,Male,High School,Divorced
108,42,28931.688736526878,62.76783851216766,614.4780622351351,7.333472170918632,4,7.575127810334656,North,Clothing,Male,High School,Single
109,43,37524.6207860839,43.42763048502031,590.1206825725078,1.4729354355091449,7,4.671898735188349,West,Clothing,Male,High School,Divorced
110,39,88280.62707733572,75.76271111485215,282.5102192821668,5.308218494705272,10,6.284019131173328,North,Books,Male,Bachelor,Divorced
111,18,46186.35198473307,39.11771995771615,267.6432312175273,0.43055698146556887,9,5.280772972243092,North,Books,Male,High School,Single
112,39,54348.657463594456,46.74414187855412,443.37222065124655,8.218366717713822,10,5.218862378817971,North,Electronics,Male,Master,Divorced
113,40,67401.35461377508,66.61583863000659,658.0266175746397,4.176011699051768,12,2.780323518748717,South,Books,Male,PhD,Single
114,69,68221.601649168,42.75095857756182,258.1046129162389,8.507704894928402,7,9.67865317896,East,Electronics,Male,High School,Single
115,37,53008.37810287153,64.81648690840251,577.7957458704368,3.3867558657557897,11,5.6269224936924624,East,Books,Male,Bachelor,Divorced
116,43,57299.22004932451,50.527651598876766,550.2947217881024,1.3548598221459311,10,9.3267521103271,West,Books,Female,PhD,Single
117,39,98068.31170476551,66.30969605304654,728.0158733499802,8.350641927635635,10,9.137584642788585,West,Books,Male,High School,Single
118,25,48847.62405932829,30.113012507829755,348.8416999683274,0.9670970708638453,8,4.428000586967013,South,Electronics,Female,High School,Married
119,53,69031.136990607,0.0,709.7414252833128,1.2111762160845672,5,4.823177528654309,East,Home,Female,PhD,Single
120,49,71013.08792015223,76.45981530608096,914.195065591308,3.620013504930501,12,10.0,North,Electronics,Female,High School,Married
121,49,72110.51865915967,100.0,620.9486623222324,4.34854988063027,10,10.0,North,Home,Male,Bachelor,Married
122,29,73740.6061112076,90.3734713211833,550.2554323457306,7.952323446017415,9,6.936962973343792,West,Clothing,Female,Master,Married
123,56,67424.8916836081,62.012777454114854,755.6898069969209,0.6874939594248212,8,7.514746212834699,East,Clothing,Male,Master,Married
124,23,27139.90174539033,44.742183415834646,428.3941240506027,4.798433564972192,3,5.738307194105623,West,Electronics,Female,PhD,Divorced
125,47,82668.63064602192,60.19166168831745,579.5323225538323,4.024491370210375,14,7.86470542840068,West,Home,Male,Master,Divorced
126,66,39206.371192588624,60.9423823035042,647.9306303449343,0.1977610062214703,7,5.565636198555057,North,Home,Male,High School,Single
127,28,56052.70930478066,26.383743693823103,118.12878249854145,1.4692632730208544,9,2.9352924714032307,North,Home,Female,High School,Single
128,33,34914.48299961284,72.28643389337745,763.6604649705339,0.9970571244079458,13,4.356888426977898,East,Clothing,Female,Bachelor,Single
129,41,48717.23306814015,64.30762630882488,514.5361048658683,1.0893314991317569,4,7.042185495701174,West,Electronics,Male,Master,Divorced
130,33,56575.248206069606,64.36371451415869,417.701371087564,12.214266224035915,9,4.737865528994824,South,Sports,Female,PhD,Married
131,21,56427.14430900546,58.76951477619455,482.1531691557102,3.0881885995194027,8,6.865445070172931,East,Home,Male,High School,Divorced
132,40,58438.415084705695,50.3923331538798,492.4858710041037,3.794101470915831,14,4.850677921134274,West,Home,Male,PhD,Divorced
133,27,82274.22538117295,88.39625754314682,456.33845540202594,11.267319816682392,13,5.435292154996013,East,Sports,Male,High School,Single
134,45,59070.6860302796,69.27917830270155,798.9876454906472,1.4205981030986223,10,8.706330612826383,East,Electronics,Female,High School,Single
135,28,45116.867294187025,42.91918578117952,508.2651264541237,4.856044031658612,6,7.4949610952802095,East,Home,Male,Bachelor,Single
136,58,81443.47818680607,52.16719265386579,850.2675351120149,1.7102992163373365,8,6.980671157373306,South,Electronics,Male,Master,Married
137,30,73789.40977849282,81.24460859804245,877.4732251726801,6.1099203212502236,12,8.757927946141303,South,Home,Male,Bachelor,Married
138,36,25447.843697260152,80.98040302990375,295.76750848793995,0.5977594201476892,11,7.961217186694695,North,Books,Male,Master,Divorced
139,49,61948.00139699716,45.88740522095749,818.738133079344,8.851483925875163,19,9.893126582502735,North,Home,Female,PhD,Married
140,25,64023.45484621797,35.86635446836795,685.8582646919206,0.7406635952505333,4,6.08028147536972,West,Books,Female,Master,Single
141,42,44048.72993280016,53.29521682473033,669.3541550432988,1.1845571498750063,9,6.140730042944982,East,Electronics,Female,PhD,Married
142,55,87976.69281114309,66.18644051178437,247.82813643282856,4.234125626704776,15,4.3977814672173094,West,Home,Female,High School,Married
143,20,46998.88825934946,53.466833287408164,480.1811399517462,1.501413953097111,11,6.14203856525516,North,Clothing,Male,PhD,Married
144,42,52511.52906943084,60.10275294925653,379.4358688432077,2.8110984332146645,8,8.929539788604892,South,Clothing,Male,PhD,Married
145,43,46538.56351432261,57.374099100893595,586.4525901268311,1.7640569814400857,17,9.599974744524268,North,Sports,Male,High School,Single
146,49,50311.58095162935,92.40195653254037,594.0088374736404,4.068691763151863,13,8.920610336173336,West,Clothing,Male,PhD,Single
147,25,28074.498262095964,17.981920430469685,358.4748210355948,0.7775997132570158,10,3.4116162669011274,North,Books,Male,PhD,Divorced
148,24,21198.982348114114,41.460215910056604,357.5652271647913,0.18070892597679156,11,9.166290425321469,West,Clothing,Male,High School,Divorced
149,46,81890.10126449945,58.46234868892768,646.87934345498,1.0697222648162208,10,3.3229627534558586,West,Clothing,Female,High School,Divorced
150,43,33060.77303363344,26.947154844776982,320.6715545369584,1.9291231614814683,10,8.796234648244695,West,Clothing,Male,High School,Married
151,43,30172.153010873855,46.48291191135858,668.3967390904254,0.5518408189334705,11,6.26443094685789,West,Home,Male,Master,Married
152,44,20000.0,93.87706118866714,426.1585599105108,1.3145721958780674,11,8.405066627867711,North,Sports,Male,High School,Single
153,31,37220.765046209955,50.41772976591923,50.0,1.5323919639673684,7,4.335103304210868,West,Electronics,Female,High School,Divorced
154,42,23538.204131850034,69.46049394604391,425.0355886756388,0.17731383460916073,17,9.342335265412293,West,Sports,Male,PhD,Single
155,43,82840.30320272737,47.24215977710417,533.8683690848322,2.6262184048666857,9,4.0700505077902225,East,Books,Male,Bachelor,Divorced
156,31,70196.34178685269,53.27907515095637,327.3986326028305,6.471390195116775,11,5.663090178293645,West,Home,Male,Bachelor,Divorced
157,62,54635.179263551836,42.49607239352126,252.51467235548552,0.49371456134740865,9,5.00381074446193,North,Home,Female,Master,Divorced
158,45,95048.71610688618,57.40748741146378,735.9504010633566,2.7324771772928464,19,3.491430294355002,West,Clothing,Male,Master,Married
159,25,69635.3097398319,93.76963784279721,968.8079584182801,3.278539671665916,9,7.189055135176937,South,Clothing,Male,Bachelor,Divorced
160,47,43503.37232982755,74.60711325084895,562.636894772996,1.6307421904078037,7,10.0,South,Books,Female,Bachelor,Divorced
161,28,20000.0,39.13701669356692,378.69932235685206,3.6229144140282936,7,10.0,West,Home,Male,High School,Married
162,49,95818.85145181484,74.87328817933641,813.5481169994573,1.586620246864955,10,7.194311574172495,South,Electronics,Female,PhD,Divorced
163,53,32019.052353635252,70.1869918045022,408.18193795620164,2.107395099552186,5,9.233362550135045,South,Sports,Male,High School,Married
164,30,20000.0,72.80298077042534,361.07992616737107,0.1,10,7.464189275857074,North,Home,Female,Master,Married
165,51,75447.31133527472,96.29961133974746,404.91317543193065,3.5302415649090335,7,7.997766389536426,East,Electronics,Male,Bachelor,Single
166,44,98795.04812678546,48.400853842561034,286.66567490135805,3.2482996056054083,13,6.315702697745523,South,Electronics,Male,Master,Married
167,49,77685.45637021036,46.761733323917305,569.5100802147775,0.11747288268785208,9,7.390153850845204,South,Sports,Female,High School,Married
168,62,69247.0136092148,43.274754799763365,723.8472327788384,1.3777851081303039,10,8.074957409212857,East,Electronics,Male,Master,Married
169,37,61895.086833305715,59.39195030612805,632.7304579246272,11.59425066021157,16,5.843080542247337,East,Books,Male,Master,Divorced
170,30,67068.31117560616,71.14438144029619,653.832622075528,1.6379937538685574,4,6.845011400214024,South,Electronics,Female,PhD,Single
171,29,65178.571795735304,89.52365531406882,445.3022460744993,2.0911367391507234,10,6.883139762005023,West,Books,Male,Master,Divorced
172,30,55623.828479387514,63.18697721838399,621.6492383369937,7.22150966745745,7,8.652806634661049,South,Electronics,Female,High School,Married
173,39,52084.022079037524,43.60304953490312,236.573616010683,3.7897024984846635,19,4.867935656744638,West,Clothing,Male,PhD,Married
174,44,48748.13744200955,53.03515984497481,655.2055827686951,2.617324915028397,10,6.896915582784697,West,Electronics,Female,Master,Single
175,43,34920.70822266648,41.766882237242605,299.5565962146551,4.795563374090334,11,10.0,West,Books,Male,High School,Single
176,49,44386.49846266452,99.98774407199978,349.51295252939303,5.993391485898004,6,9.328120305171876,East,Electronics,Male,Bachelor,Married
177,40,20000.0,25.17181509561648,206.6429618768646,1.8313195526779449,8,9.69835809777741,South,Electronics,Female,PhD,Married
178,57,58312.76783903768,53.69481157791449,399.71957062287265,1.9336903412695088,11,7.048863680356068,South,Electronics,Male,Master,Divorced
179,36,30228.17785698165,90.47212438459279,695.0624916955958,1.4635299340914136,9,7.641995127372047,North,Books,Female,Master,Married
180,72,47835.96490592926,55.5170186343413,603.1256176887913,10.20714685180646,7,9.00447233340585,East,Electronics,Female,PhD,Divorced
181,47,53597.88302306957,50.028560509705386,695.684422405607,3.5837139542639456,7,10.0,North,Sports,Female,High School,Single
182,29,77840.04572689199,59.1936441725269,832.8954678330522,0.2606732784440565,6,3.0967941742342266,North,Sports,Male,Master,Divorced
183,27,68366.33212004625,61.65552741382794,509.05600806474274,5.96243902869777,12,4.369117385900308,West,Books,Male,High School,Married
184,45,20000.0,84.06318651336049,433.8421551344885,1.9650115706485325,9,9.618888202805296,East,Clothing,Male,PhD,Divorced
185,37,30207.43726859325,5.7627617734098635,343.96017417650745,0.2136951123397799,11,6.446221288462393,North,Sports,Female,Master,Divorced
186,48,68815.42375976432,90.94432516444773,972.3128774331028,2.393638715009989,15,5.656558421483846,South,Home,Female,Bachelor,Single
187,45,30350.25212923381,21.5208569509971,260.6422707147377,1.6195497433777297,9,4.491678026008792,North,Sports,Female,Bachelor,Divorced
188,39,45507.33700005951,44.6669534153117,678.7395378778222,6.305046847318853,12,5.889966596911782,East,Home,Male,Bachelor,Married
189,29,61001.041980491034,65.20545839767088,906.6248070262563,0.6844479413266267,12,4.19526143315235,South,Books,Female,PhD,Divorced
190,21,30633.110902727294,73.59267736464713,865.9240403432175,5.254121161572432,10,10.0,South,Clothing,Male,Master,Divorced
191,34,52107.5101229192,18.03751296232505,418.06268147410054,2.4472239787062717,7,6.955127896038853,South,Home,Male,PhD,Divorced
192,50,23319.49010163591,59.24345332163885,642.4644319160325,0.16847417682229174,9,6.8840989164745645,West,Home,Male,Master,Married
193,42,37972.64712097573,97.2651629790353,956.3303673077685,10.710123068135893,9,8.176153350335664,South,Sports,Male,Bachelor,Divorced
194,25,56395.63868285074,34.00373515663956,376.47166461326066,2.1561042439532843,12,8.92469033853314,West,Home,Male,Bachelor,Married
195,42,20000.0,60.24767560580252,192.99195049352807,1.0311782344652622,5,8.891776313109279,West,Books,Male,High School,Divorced
196,44,58809.49475920798,52.063628517948445,123.99799321844728,1.9012791965322793,15,9.147243887815144,North,Books,Male,PhD,Single
197,29,49607.24402146637,58.517744123860716,642.5424057722663,5.852781594141686,10,5.738308898418287,North,Books,Male,PhD,Single
198,41,61049.79908834296,60.32331900149817,283.54592746336516,1.0911121612713952,9,6.404266390086278,South,Sports,Female,High School,Single
199,40,54478.28268129323,42.751034889919964,425.5361894124154,0.6420920862301187,10,8.538063310884551,East,Clothing,Male,Bachelor,Married
200,26,77282.80859947688,75.18652729520346,789.6522198009476,0.4145853134325456,6,5.94522187672076,South,Sports,Male,Bachelor,Married
201,44,52504.49005295814,86.08696219573486,537.0351073659829,1.0608648234530904,16,6.98978673594555,North,Books,Female,PhD,Married
202,46,41411.889177494944,46.18192416545403,585.0889728368345,4.543039001928156,7,7.797527528849629,South,Sports,Female,Master,Divorced
203,52,70012.15546652925,76.72440359887894,544.4579711601708,1.9138548115816478,7,8.570370164620753,North,Books,Female,Bachelor,Married
204,52,64648.3822191073,35.180707276301476,999.4429394835429,0.7742983695145202,10,3.4446380752595975,South,Electronics,Female,High School,Married
205,23,50977.20140651408,38.7162133471479,309.5367238522406,0.5452311699107556,5,8.42949129977789,East,Electronics,Male,High School,Married
206,28,50811.83382407765,59.44812555760755,364.60097230829376,1.2136791985488913,10,6.532551884296549,South,Home,Female,High School,Married
207,46,35960.16624386489,90.03769921693696,345.4681109458352,8.436453175673421,13,8.414915421728763,East,Clothing,Female,PhD,Single
208,46,36741.98164898103,63.7166078401154,666.038362372522,1.260335759269224,13,8.553863384709658,East,Electronics,Female,PhD,Divorced
209,46,21947.89456400613,56.932815940761344,680.0797176790127,13.299726353226946,10,10.0,South,Books,Female,PhD,Single
210,80,91733.10027028277,85.99362345068506,775.5189593230698,1.9921078961807241,9,9.706907295242406,East,Sports,Male,PhD,Divorced
211,46,25122.735292174297,33.319728335069634,736.6987333779856,0.5922955390009498,12,9.693143325220593,East,Sports,Female,High School,Divorced
212,53,47450.548235051276,68.12309308499886,264.39182652472385,6.653080407605305,11,9.887340638332477,North,Home,Female,High School,Single
213,51,47224.38668162292,67.64666124646818,833.4448223102274,1.8505333633903445,15,7.582757969631892,North,Sports,Female,PhD,Married
214,47,67898.48753888882,65.51780953618751,904.5405966804241,3.7102250983171574,5,7.064370174073679,East,Electronics,Female,PhD,Single
215,36,44101.00643415944,47.093214754989035,647.1243994491493,12.351903150336966,10,8.74563416635667,West,Sports,Male,High School,Divorced
216,49,74954.84145347468,80.76342416089985,1083.4544227780073,0.1544336721257587,8,8.464161902866046,South,Electronics,Female,PhD,Divorced
217,30,36530.18751512263,41.265605279188094,168.67535846444525,0.3050835967405559,8,6.38186752652348,East,Electronics,Female,PhD,Married
218,37,55579.88324447604,48.67734770748355,395.1103727474696,3.8237946816296184,7,7.809646817616536,South,Clothing,Female,PhD,Single
219,34,33293.05893480485,91.99443578333032,352.93930786360954,0.9931260348900643,7,6.929807066430811,North,Home,Male,PhD,Divorced
220,40,92902.98255546777,64.10915844758425,759.710773621719,0.6111310537660319,6,5.292134183079888,South,Books,Female,Bachelor,Single
221,67,32876.30248642825,50.13224623522131,289.9718520795709,0.12047252046000036,11,9.5809214827527,East,Electronics,Female,PhD,Married
222,18,56196.414204540546,37.049163887296814,651.4990298674971,0.1,8,7.110398485060179,East,Home,Male,High School,Married
